Stage Name Stage Name,Full Name Full Name,Korean Name Korean Name,K. Stage Name K. Stage Name,Date of Birth Date of Birth,Group Group,Country Country,Height Height,Weight Weight,Birthplace Birthplace,Gender Gender,Instagram Instagram
Lune,Jung Sungmin,정성민,룬,2/27/2000,DKB,South Korea,176,55,,M,
Junseo,Hwang Junseo,황준서,준서,1/16/2001,DKB,South Korea,182,67,,M,
Yuku,Amanumu Yuku,아마누마 유쿠,유쿠,5/12/2002,DKB,Japan,176,55,,M,
Harry-June,Han Harry-June,한해리준,해리준,1/1/2004,DKB,South Korea,178,61,,M,
EunB,Byun Eunbi,변은비,은비,11/23/2000,PRECIOUS,South Korea,164,49,Busan,F,
Jihyo,Lee Jihyo,이지효,지효,4/22/2001,PRECIOUS,South Korea,166,49,Gyeonggi,F,
Hanwoom,Byun Hanwoom,변한움,한움,6/5/2001,PRECIOUS,South Korea,160,43,Seoul,F,
Lee Soo,Jin Isoo,진이수,이수,6/27/2001,PRECIOUS,South Korea,163,47,Incheon,F,
Hanbyul,Kyung Hanbyul,경한별,한별,7/1/2005,PRECIOUS,South Korea,167,49,Seoul,F,
Seoyoon,Kim Suyoung,김수영,서윤,1/26/1995,BOTOPASS,South Korea,0,0,,F,
Cui Xiang,Cui Xiang,최상,최상,1/26/1995,BOTOPASS,China,0,0,,F,
Jiwon,Park Jiwon,박지원,지원,3/17/1997,BOTOPASS,South Korea,165,45,,F,
Ria,Kuwayama Ria,쿠와야마 리아,리아,2/3/1998,BOTOPASS,Japan,0,0,,F,
Mihee,Lee Mihee,이미희,미희,8/24/2000,BOTOPASS,South Korea,0,0,,F,
Harin,Seo Harin,서하린,하린,12/7/2000,BOTOPASS,South Korea,0,0,,F,
Shiho,Kwon Subin,권수빈,시호,8/22/2001,BOTOPASS,South Korea,0,0,,F,
Ahyoon,Choi Subin,최수빈,아윤,10/23/2004,BOTOPASS,South Korea,0,0,,F,
Eseo,Noh Hyunjung,노현정,이서,3/4/1996,LUNARSOLAR,South Korea,161,0,,F,
Taeryeong,Lim Jeongmin,임정민,태령,12/27/2000,LUNARSOLAR,South Korea,0,0,,F,
Jian,Kwon Jieun,권지은,지안,3/14/2001,LUNARSOLAR,South Korea,0,0,,F,
Yuuri,Tokunaga Yuuri,도쿠나가 유우리,유우리,5/16/2001,LUNARSOLAR,Japan,0,0,,F,
Sieun,Lee Sieun,이시은,시은,9/19/1993,CHECKMATE,South Korea,163,0,,F,
Suri,Kang Suri,강수리,수리,10/11/1994,CHECKMATE,South Korea,168,0,,F,
Nason,Kim Duyeop,김두엽,네이슨,6/12/1995,CHECKMATE,South Korea,0,0,,M,
Yongseok,Choi Yongseok,최용석,용석,5/23/1996,CHECKMATE,South Korea,0,0,,M,
Noah,Hwang Seundae,황승대,노아,3/18/1998,CHECKMATE,South Korea,0,0,,M,
Karina,Yoo Jimin,유지민,카리나,4/11/2000,aespa,South Korea,167,45,Gyeonggi,F,
Giselle,Uchinaga Aeri,우치나가 애리,지젤,10/30/2000,aespa,Japan,166,0,,F,
Winter,Kim Minjung,김민정,윈터,1/1/2001,aespa,South Korea,0,0,Yangsan,F,
Ningning,Ning Yizhuo,닝이쭤,닝닝,10/23/2002,aespa,China,165,43,Harbin,F,
Juhyun,Cha Juhyun,차주현,주현,4/1/2000,Bling Bling,South Korea,0,0,,F,
Ayamy,Suzuki Ayami,스즈키 아야미,아야미,7/15/2000,Bling Bling,Japan,0,0,,F,
Jieun,Choi Jieun,최지은,지은,3/3/2001,Bling Bling,South Korea,0,0,,F,
Marin,Yasufuku Marin,야스후쿠 마린,마린,3/17/2001,Bling Bling,Japan,0,0,Osaka,F,
Narin,Lee Narin,이나린,나린,10/29/2001,Bling Bling,South Korea,0,0,,F,
Yubin,Kim Yubin,김유빈,유빈,2/27/2002,Bling Bling,South Korea,166,47,,F,
Sumin,Bae Sumin,배수민,수민,3/13/2001,STAYC,South Korea,159,46,Pohang,F,
Sieun,Park Sieun,박시은,시은,8/1/2001,STAYC,South Korea,160,44,Seoul,F,
Isa,Lee Chaeyoung,이채영,아이사,1/23/2002,STAYC,South Korea,165,45,Busan,F,
Seeun,Yoon Seeun,윤세은,세은,6/14/2003,STAYC,South Korea,167,49,Pyeongtaek,F,
Yoon,Shim Jayoon,심자윤,윤,4/14/2004,STAYC,South Korea,171,49,Gwangju,F,
J,Jang Yeeun,장예은,제이,12/9/2004,STAYC,South Korea,170,48,Daejeon,F,
J-Min,Jeon Minwook,전민욱,제이민,10/16/1999,BAE173,South Korea,0,0,,M,
Yoojun,Jung Gun,정건,유준,12/27/2000,BAE173,South Korea,0,0,,M,
Muzin,Kim Hyunwoo,김현우,무진,3/29/2001,BAE173,South Korea,0,0,,M,
Junseo,Park Junseo,박준서,준서,12/28/2001,BAE173,South Korea,0,0,,M,
Youngseo,Ryu Youngseo,류영서,영서,6/13/2002,BAE173,South Korea,0,0,,M,
Doha,Na Gyumin,나규민,도하,3/7/2004,BAE173,South Korea,0,0,,M,
Bit,No Minjae,노민재,빛,7/21/2004,BAE173,South Korea,0,0,,M,
Shotaro,Osaki Shotaro,오사키 쇼타로,쇼타로,11/25/2000,NCT,Japan,0,0,,M,
Sungchan,Jung Sungchan,정성찬,성찬,9/13/2001,NCT,South Korea,0,0,,M,
SongSun,Kim Songsun,김송선,송선,3/22/1997,TRI.BE,South Korea,0,0,,F,
Kelly,Lin Kelly,린 켈리,켈리,1/16/2002,TRI.BE,Taiwan,0,0,Kaohsiung,F,
Jinha,Kim Jinha,김진하,진하,11/21/2003,TRI.BE,South Korea,0,0,,F,
Hyunbin,Kim Hyunbin,김현빈‬,현빈‬,5/26/2004,TRI.BE,South Korea,0,0,,F,
Jia,Guo Jiajia,궈 지아지아,지아,7/30/2005,TRI.BE,China,0,0,,F,
Soeun,Bang Soeun,방소은,소은,12/10/2005,TRI.BE,South Korea,0,0,,F,
Mire,Su Mire,수미레,미레,3/26/2006,TRI.BE,Japan,0,0,,F,
Noah,Song Yubin,송유빈,노아,8/2/2000,T1419,South Korea,0,0,,M,
Sian,Choi Changmin,최창민,시안,2/1/2001,T1419,South Korea,0,0,,M,
Kevin,Baek Seungbin,백승빈,케빈,4/8/2001,T1419,South Korea,0,0,,M,
Gunwoo,Kim Gunwoo,김건우,건우,5/28/2002,T1419,South Korea,0,0,,M,
Leo,Hayase Leo,하야세 레오,레오,10/8/2002,T1419,Japan,0,0,,M,
On,Choi Juhwan,최주환,온,10/16/2002,T1419,South Korea,0,0,,M,
Zero,Nasukawa Shota,나스카와 쇼타,제로,1/20/2003,T1419,Japan,0,0,,M,
Kairi,Imai Kairi,이마이 카이리,카이리,2/24/2003,T1419,Japan,0,0,,M,
Kio,Udo Musashi,우도 무사시,키오,11/28/2004,T1419,South Korea,0,0,,M,
Lola,Choi Yoojung,최유정,로라,2/22/2001,Pixy,South Korea,169,0,,F,
Satbyeol,Jeon Yujin,전유진,샛별,2/27/2001,Pixy,South Korea,165,0,,F,
Dia,Choi Eunji,최은지,디아,7/16/2001,Pixy,South Korea,165,0,,F,
Sua,Choi Sooah,최수아,수아,2/24/2003,Pixy,South Korea,162,44,,F,
Dajeong,Jung Dajeong,정다정,다정,7/31/2003,Pixy,South Korea,157,42,,F,
Louis,Yang Dongsik,양동식,루이,4/8/2001,Kingdom,South Korea,0,0,,M,
Chiwoo,Guk Seungjun,국승준,치우,9/2/2002,Kingdom,South Korea,0,0,,M,
Ivan,Park Yooseong,박유성,아이반,10/12/2001,Kingdom,South Korea,0,0,,M,
Mujin,Ko Sungho,고성호,무진,11/20/2000,Kingdom,South Korea,0,0,,M,
Jahan,Im Jihun,임지훈,자한,8/1/2002,Kingdom,South Korea,0,0,,M,
Eric,Moon Junghyuk,문정혁,에릭,2/16/1979,Shinhwa,South Korea,180,70,Seoul,M,
Minwoo,Lee Minwoo,이민우,민우,7/28/1979,Shinhwa,South Korea,172,60,Namwon,M,
Dongwan,Kim Dongwan,김동완,동완,11/21/1979,Shinhwa,South Korea,173,68,Pohang,M,
Shin Hyesung,Jung Pilkyo,정필교,신혜성,11/27/1979,Shinhwa,South Korea,179,65,Seoul,M,
Jun Jin,Park Choongjae,박충재,전진,8/19/1980,Shinhwa,South Korea,182,75,Seoul,M,
Andy,Lee Sunho,이선호,앤디,1/21/1981,Shinhwa,South Korea,175,62,Seoul,M,
Sangah,Yoo Sangah,윤상아,상아,9/4/2002,LIGHTSUM,South Korea,168,0,Incheon,F,
Chowon,Han Chowon,한초원,초원,9/16/2002,LIGHTSUM,South Korea,168,50,Seoul,F,
Nayoung,Kim Nayoung,김나영,나영,11/30/2002,LIGHTSUM,South Korea,154,43,Chuncheon,F,
Hina,Nagai Hina,나가이 히나,히나,4/7/2003,LIGHTSUM,Japan,0,0,Kanagawa,F,
Juhyeon,Lee Juhyeon,이주현,주현,4/8/2004,LIGHTSUM,South Korea,171,48,,F,
Yujeong,Lee Yujeong,이유정,유정,6/14/2004,LIGHTSUM,South Korea,160,41,,F,
Huiyeon,Oh Huiyeon,오휘연,휘연,8/1/2005,,South Korea,0,0,,F,
Jian,Kim Jian,김지안,지안,11/4/2006,,South Korea,0,0,,F,
Ida,Ko Chaeyoung,고채영,아이다,5/19/2000,MAJORS,South Korea,163,43,,F,
Vita,Kim Jimin,김지민,비타,2/3/2000,MAJORS,South Korea,168,54,,F,
Aki,Jang Minju,장민주,아키,2/12/2001,MAJORS,South Korea,168,48,,F,
Suzy,Kim Suji,김수지,수지,6/3/2001,MAJORS,South Korea,164,45,,F,
Shinye,Kam Yerim,감예림,신예,3/7/2004,MAJORS,South Korea,166,46,,F,
Tan,Choi Seokwon,최석원,탄,8/25/1996,Ciipher,South Korea,184,75,,M,
Hwi,Lee Choonghyun,이충현,휘,2/4/1999,Ciipher,South Korea,172,61,,M,
Hyunbin,Moon Hyunbin,문현빈,현빈,2/26/2000,Ciipher,South Korea,177,61,,M,
Keita,Terazono Keita,테라조노 케이타,케이타,7/4/2001,Ciipher,Japan,170,59,,M,
TAG,Yeom Taekyun,염태균,태그,9/30/2002,Ciipher,South Korea,176,54,,M,
Dohwan,Gil Dohwan,길도환,도환,8/26/2003,Ciipher,South Korea,175,61,,M,
Lien,Shimada Sho,시마다 쇼,리안,3/11/1998,Mirae,Japan,0,0,Osaka,M,
Junhyuk,Lee Junhyuk,이준혁,이준혁,5/16/2000,Mirae,South Korea,180,63,Seoul,M,
Douhyun,Yoo Douhyun,유도현,도현,12/25/2000,Mirae,South Korea,0,0,,M,
Khael,Lee Sangmin,이상민,카엘,1/18/2002,Mirae,South Korea,178,58,,M,
Siyoung,Park Siyoung,박시영,시영,5/6/2003,Mirae,South Korea,172,55,,M,
Yubin,Jang Yubin,장유빈,유빈,6/10/2004,Mirae,South Korea,0,0,,M,
Juhan,Hong Seunghyun,홍승현,주한,6/21/2001,BLITZERS,South Korea,0,0,,M,
Jinhwa,Choi Jinhwa,최진화,진화,1/15/2002,BLITZERS,South Korea,180,64,,M,
Sya,Lee Junyoung,이준영,샤,9/9/2002,BLITZERS,South Korea,0,0,,M,
Lutan,Choi Gyeongseok,최경석,루탄,12/6/2003,BLITZERS,South Korea,0,0,,M,
Wooju,Cho Wooju,조우주,우주,1/21/2004,BLITZERS,South Korea,0,0,,M,
Go_U,Jang Junho,고유,장준호,6/15/2001,BLITZERS,South Korea,0,0,,M,
Chris,Han Chris,한 크리스,크리스,11/19/2002,BLITZERS,South Korea,0,0,,M,
Mayna,Shaoxi Mengna,,메이나,5/12/2000,HOT ISSUE,China,170,47,,F,
Nahyun,Kang Nahyun,강나현,나현,1/25/2002,HOT ISSUE,South Korea,0,0,,F,
Hyeongshin,Kim Hyungshin,김형신,형신,5/3/2002,HOT ISSUE,South Korea,0,0,,F,
Dana,Jang Dana,장다나,다나,12/25/2003,HOT ISSUE,South Korea,0,0,,F,
Yewon,Park Yewon,박예원,예원,1/11/2004,HOT ISSUE,South Korea,0,0,,F,
Yebin,Kim Yebin,김예빈,예빈,11/1/2004,HOT ISSUE,South Korea,0,0,,F,
Dain,Jung Dain,정다인,다인,12/15/2004,HOT ISSUE,South Korea,0,0,,F,
Momoka,Matsuda Momoka,마쓰다 모모카,모모카,12/26/2000,Pink Fantasy,Japan,152,0,,F,
Miku,Katae Miku,카타에 미쿠,미쿠,10/9/2002,Pink Fantasy,Japan,0,0,,F,
Mint,Kunpat Phonpawiworakun,쿤팟 퍼언빠위워라쿤,민트,6/23/1994,Tiny-G,Thailand,150,42,,F,
Dohee,Min Dohee,민도희,도희,9/25/1994,Tiny-G,South Korea,152,39,,F,
J.Min,Shin Minjung,신민정,제이민,11/20/1994,Tiny-G,South Korea,155,0,,F,
Myungji,Kim Myungji,김명지,명지,10/9/1997,Tiny-G,South Korea,164,0,,F,
Andy,Lui Chunyeung,루이쯔양,앤디,10/6/1994,7 O'clock,Hong Kong,0,0,,M,
Hangyeom,Song Hangyeom,송한겸,한겸,7/17/1996,OMEGA X,South Korea,0,0,,M,
Hyun,Park Sunghyun,박성현,성현,8/25/1997,7 O'clock,South Korea,176,58,Suwon,M,
2Soul,Kim Younghoon,김영훈,이솔,9/10/1997,7 O'clock,South Korea,172,55,,M,
Jeonggyu,Lim Jeonggyu,임정규,정규,11/5/1997,7 O'clock,South Korea,181,62,,M,
Taeyoung,Kim Taeyoung,김태영,태영,6/18/1999,7 O'clock,South Korea,0,0,,M,
Rui,Jang Rui,장루이,루이,3/7/2000,7 O'clock,South Korea,178,63,Seoul,M,
Geonu,Lee Geonwoo,이건우,건우,2/2/2001,JUST B,South Korea,176,0,,M,
Bain,Song Byeonghee,송병희,배인,5/4/2001,JUST B,South Korea,0,0,,M,
Lim Jimin,Lim Jimin,임지민,임지민,5/22/2001,JUST B,South Korea,178,59,,M,
JM,Chu Jimin,추지민,지민,10/11/2001,JUST B,South Korea,173,0,,M,
Sangwoo,Kim Sangwoo,김상우,상우,9/3/2002,JUST B,South Korea,0,0,,M,
E.Ji,Choi Jiwon,최지원,이지,11/8/2000,ICHILLIN',South Korea,0,0,,F,
Jackie,Kang Chaeyeon,강채연,재키,11/17/2001,ICHILLIN',South Korea,0,0,Los Angeles,F,
Joonie,Park Junhee,박준희,주니,5/24/2002,ICHILLIN',South Korea,0,0,,F,
Chaerin,Park Chaerin,박채린,채린,3/31/2003,ICHILLIN',South Korea,0,0,,F,
Sohee,Uhm Sohee,음소희,소희,1/1/2004,ICHILLIN',South Korea,0,0,,F,
Yeju,Kim Yeju,김예주,예주,2/1/2004,ICHILLIN',South Korea,0,0,,F,
Chowon,Kim Chowon,김초원,초원,8/18/2005,ICHILLIN',South Korea,0,0,,F,
Steven,Kim Steven,킴 스티븐,스티븐,1/17/2000,Luminous,South Korea,176,57,Sydney,M,
Suil,Ma Suil,마수일,수일,3/30/1999,Luminous,South Korea,170,50,Gwangju,M,
Youngbin,Jeong Youngbin,정영빈,영빈,10/5/1998,Luminous,South Korea,172,55,Seongju,M,
Woobin,Jeong Woobin,정우빈,우빈,4/1/2000,Luminous,South Korea,0,0,Busan,M,
Eunchae,Son Eunchae,손은채,은채,10/6/1999,bugAboo,South Korea,154,38,Pohang,F,
Yoona,Ogura Yuuna,오구라 유우나,유우나,10/13/2000,bugAboo,Japan,0,0,Sapporo,F,
Rainie,Chu Chingyu,주칭위,레이니,11/16/2000,bugAboo,Taiwan,0,0,,F,
Cyan,Lee Chaeeun,이채은,시안,4/4/2001,bugAboo,South Korea,0,0,Sanbon,F,
Choyeon,Kim Choyeon,김초연,초연,8/1/2001,bugAboo,South Korea,164,44,,F,
Zin,Jin Hyunbin,진현빈,지인,8/31/2001,bugAboo,South Korea,0,0,,F,
Moon Sua,Moon Sua,문수아,문수아,9/9/1999,Billlie,South Korea,167,47,Cheongju,F,
Suhyeon,Kim Suhyun,김수현,수현,1/15/2000,Billlie,South Korea,161,45,Daegu,F,
Haram,Kim Haram,김하람,하람,1/13/2001,Billlie,South Korea,161,45,,F,
Tsuki,Fukutomi Tsuki,후쿠토미 츠키,츠키,9/21/2002,Billlie,Japan,0,0,,F,
Siyoon,Kim Siyoon,김시윤,시윤,2/16/2005,Billlie,South Korea,168,0,,F,
Haruna,Osato Haruna,오사토 하루나,하루나,1/30/2006,Billlie,Japan,0,0,,F,
Wish,Kwak Dawit,곽다윗,위시,6/11/2002,EPEX,South Korea,184,69,,M,
Keum,Keum Donghyun,금동현,금,5/14/2003,EPEX,South Korea,176,57,Okcheon,M,
Mu,Suh Kyungmin,서경민,뮤,9/14/2003,EPEX,South Korea,184,63,,M,
A-min,Cho Minwoo,조민우,아민,5/22/2004,EPEX,South Korea,175,54,Namyangju,M,
Baek Seung,Kim Hyunwoo,김현우,백승,10/5/2004,EPEX,South Korea,186,64,Seoul,M,
Ayden,Kwon Yejun,권예준,에이든,1/24/2005,EPEX,South Korea,174,55,,M,
Yewang,Seo Yewang,서예왕,예왕,3/12/2005,EPEX,South Korea,180,64,,M,
Jeff,Lee Jaeho,이재호,제프,4/21/2005,EPEX,South Korea,179,61,,M,
Youngheun,Go Youngheun,고영흔,영흔,11/20/1994,Blackswan,South Korea,0,0,,F,
Fatou,Fatou Samba,파투 삼바,파투,3/23/1995,Blackswan,Belgium,173,0,Yoff,F,
Judy,Kim Dahye,김다혜,주디,5/16/1995,Blackswan,South Korea,0,0,,F,
Leia,Larissa Kartes,라리사 카르치스,레아,5/14/2001,Blackswan,Brazil,0,0,Curitiba,F,
Lee Jin,Shim Yerin,심예린,이진,3/12/2001,Hi-L,South Korea,0,0,,F,
Soojung,Hwang Soojung,황수정,수정,5/10/2001,Hi-L,South Korea,169,47,Yongin,F,
Dakyung,Jung Dakyung,정다경,다경,7/23/2001,Hi-L,South Korea,0,0,,F,
JooA,Lee Juhyun,이주현,주아,3/4/2002,Hi-L,South Korea,173,0,,F,
Hayun,Choi Hayun,최하윤,하윤,1/16/2004,Hi-L,South Korea,0,0,Seoul,F,
Yeseul,Kim Yeseul,김예슬,예슬,3/24/2004,Hi-L,South Korea,0,0,,F,
Sullyoon,Seol Yoona,설윤아,설윤,1/26/2004,NMIXX,South Korea,0,0,,F,
Jinni,Choi Yujin,최윤진,지니,4/16/2004,NMIXX,South Korea,0,0,,F,
Bae,Bae Jinsol,배진솔,배이,12/28/2004,NMIXX,South Korea,0,0,,F,
Jiwoo,Kim Jiwoo,김지우,지우,4/13/2005,NMIXX,South Korea,0,0,,F,
Kyujin,Jang Kyujin,장규진,규진,5/26/2006,NMIXX,South Korea,0,0,,F,
Mashiro,Sakamoto Mashiro,사카모토 마시로,마시로,12/16/1999,Kep1er,Japan,157,0,,F,
Hikaru,Ezaki Hikaru,에자키 히카루,히카루,3/12/2004,Kep1er,Japan,155,0,,F,
Youngeun,Seo Youngeun,서영은,영은,12/27/2004,Kep1er,South Korea,159,0,,F,
Dayeon,Kim Dayeon,김다연,다연,3/2/2003,Kep1er,South Korea,158,0,,F,
Chaehyun,Kim Chaehyun,김채현,채현,4/26/2002,Kep1er,South Korea,160,0,,F,
Bahiyyih,Huening Bahiyyih,휴닝바히에,바히에,7/27/2004,Kep1er,USA,166,0,,F,
XiaoTing,Shen Xiao Ting,션샤오팅,샤오팅,11/12/1999,Kep1er,China,168,0,,F,
Sheon,Kim Suyeon,김수연,션,1/28/2003,Billlie,South Korea,162,0,,F,
Gaeul,Kim Gaeul,김가을,가을,9/24/2002,IVE,South Korea,166,46,Incheon,F,
Rei,Naoi Rei,나오이 레이,레이,2/3/2004,IVE,Japan,169,47,,F,
Liz,Kim Jiwon,김지원,리즈,11/21/2004,IVE,South Korea,170,49,,F,
Leeseo,Lee Hyunseo,이현서,이서,2/21/2007,IVE,South Korea,170,48,,F,
Sitala,Sitala Wongkrachang,시탈라 웡크라창,시탈라,4/23/1996,,Thailand,173,0,,F,
Seoi,Lee Yejin,이예진,서이,2/12/2000,H1-KEY,South Korea,169,0,,F,
Riina,Lee Seunghyeon,이승현,리이나,2/21/2001,H1-KEY,South Korea,172,55,,F,
Yel,Han Shinyoung,한신영,옐,12/25/2004,H1-KEY,South Korea,172,0,,F,
Hanbin,Ngo Ngoc Hung,응오 응옥 흥,한빈,1/19/1998,TEMPEST,Vietnam,176,0,,M,
Hyungseop,Ahn Hyungseop,안형섭,형섭,8/9/1999,TEMPEST,South Korea,173,58,,M,
Hyuk,Koo Bonhyuk,구본혁,혁,4/17/2000,TEMPEST,South Korea,0,0,,M,
Lew,Lee Euiwoong,이의웅,루,4/5/2001,TEMPEST,South Korea,170,55,,M,
Hwarang,Son Jaewon,송재원,화랑,4/23/2001,TEMPEST,South Korea,179,61,,M,
Eunchan,Choi Byeongseop,최병섭,은찬,2/27/2001,TEMPEST,South Korea,184,0,,M,
Taerae,Kim Taerae,김태래,태래,9/5/2002,TEMPEST,South Korea,0,0,,M,
Hana,Hayase Hana,하야세 하나,하나,2/27/2000,ILY:1,Japan,165,0,,F,
Ara,Lee Yunji,이윤지,아라,1/23/2002,ILY:1,South Korea,158,0,,F,
Rona,Chang Ching,장찡,로나,6/5/2002,ILY:1,Taiwan,165,0,Taipei,F,
Ririka,Kishida Ririka,키시다 리리카,리리카,7/2/2002,ILY:1,Japan,162,0,,F,
Nayu,Kim Yewon,김예원,나유,7/23/2002,ILY:1,South Korea,0,0,,F,
Elva,Lee Yonghwa,이용화,엘바,5/5/2003,ILY:1,South Korea,0,0,,F,
Lily,Lily Jin Morrow,릴리 진 머로우,릴리,10/17/2002,NMIXX,Australia,0,0,Marysville,F,
Haewon,Oh Haewon,오해원,해원,2/25/2003,NMIXX,South Korea,0,0,,F,
Alice,Cheon Jaeyoung,천재영,앨리스,2/20/2002,TRACER,South Korea,0,0,,F,
Genie,Cho Heejin,조희진,지니,3/19/2002,TRACER,South Korea,0,0,,F,
Sowon,Nam Soeun,남소은,소원,12/13/2004,TRACER,South Korea,0,0,,F,
Yubeen,Jin Yubeen,진유빈,유빈,9/5/2006,TRACER,South Korea,0,0,,F,
Jimin,Won Jimin,원지민,지민,11/25/2007,CLASS:y,South Korea,171,0,,F,
Seonyu,Kim Seonyu,김선유,선유,3/20/2008,CLASS:y,South Korea,159,0,,F,
Hyeju,Hong Hyeju,홍혜주,혜주,12/9/2003,CLASS:y,South Korea,166,0,Seoul,F,
Riwon,Kim Riwon,김리원,리원,1/11/2007,CLASS:y,South Korea,156,0,,F,
Boeun,Park Boeun,박보은,보은,2/11/2008,CLASS:y,South Korea,155,0,,F,
Chaewon,Yoon Chaewon,윤채원,채원,6/4/2003,CLASS:y,South Korea,163,0,,F,
DK,Kim Dokyun,김도균,닥,2/16/1998,BLANK2Y,South Korea,0,0,,M,
Siwoo,Park Siwoo,박시우,시우,2/5/2001,BLANK2Y,South Korea,174,54,,M,
Mikey,Morisaki Daisuke,모리사키 다이스케,마이키,5/5/2001,BLANK2Y,Japan,176,58,Hyogo,M,
U,Sun Hengyu,쑨헝위,유,6/22/2001,BLANK2Y,China,0,0,,M,
Youngbin,Lee Youngbin,이영빈,영빈,11/23/2001,BLANK2Y,South Korea,0,0,,M,
Sungjun,Lee Sungjun,이성준,성준,6/15/2002,BLANK2Y,South Korea,0,0,,M,
Sodam,Park Sodam,박소담,박소담,11/26/2004,BLANK2Y,South Korea,0,0,,M,
Eden,Jae Won,재원,이든,3/27/1998,NINE.i,South Korea,0,0,,M,
Winnie,,,위니,11/18/1998,NINE.i,Thailand,0,0,,M,
Jewon,Woo Jewon,우제원,제원,11/28/1998,NINE.i,South Korea,170,55,,M,
Minjun,Kim Minjun,김민준,민준,2/26/1999,NINE.i,South Korea,0,0,,M,
Vahn,Kim Jungwoo,김정우,반,5/7/1999,NINE.i,South Korea,175,58,,M,
Vari,Jae Hyun,재현,베리,9/3/2000,NINE.i,South Korea,0,0,,M,
Seowon,Seo Won,서원,서원,12/18/2000,NINE.i,South Korea,0,0,,M,
Taehun,Lee Taehoon,이태훈,태훈,3/21/2000,NINE.i,South Korea,0,0,,M,
Joohyoung,Kim Joohyoung,김주형,주형,3/15/2003,NINE.i,South Korea,0,0,,M,
Jiho,Jang Jiho,장지호,지호,8/10/2004,NINE.i,South Korea,0,0,Gyeonggi,M,
Eunho,Myung Eunho,명은호,은호,3/25/2001,YOUNITE,South Korea,0,0,,M,
Steve,Lim Dohyun,임도현,스티브,3/9/2002,YOUNITE,South Korea,0,0,Los Angeles,M,
Hyunseung,Kim Hyunseung,김현승,현승,10/15/2002,YOUNITE,South Korea,0,0,,M,
Hyungseok,Song Hyungseok,송형석,형석,11/6/2002,YOUNITE,South Korea,0,0,,M,
Woono,Song Wonho,홍원호,우노,4/5/2003,YOUNITE,South Korea,0,0,,M,
Dey,Kim Sehyun,김세현,데이,6/11/2003,YOUNITE,South Korea,0,0,,M,
Kyungmun,Lim Kyungmun,임경문,경문,6/29/2003,YOUNITE,South Korea,0,0,,M,
Sion,Kim Sion,김시온,시온,10/19/2004,YOUNITE,South Korea,0,0,,M,
Yunjin,Huh Yunjin,허윤진,윤진,10/8/2001,LE SSERAFIM,South Korea,171,53,,F,
Kazuha,Nakamura Kazuha,나카무라 카즈하,카즈하,8/9/2003,LE SSERAFIM,Japan,174,0,Osaka,F,
Garam,Kim Garam,김가람,가람,11/16/2005,,South Korea,170,0,,F,
Eunchae,Hong Eunchae,홍은채,은채,11/10/2006,LE SSERAFIM,South Korea,172,0,,F,
EJ,Kim Eunji,김은지,이제이,8/13/1997,ALICE,South Korea,164,47,,F,
Chaejeong,Lee Chaejeong,이채정,채정,8/26/1999,ALICE,South Korea,164,48,,F,
Via,Kim Via,김비아,비아,8/17/2000,FANATICS,South Korea,165,46,Busan,F,
Rayeon,Lee Rayeon,이나연,나연,11/24/2001,FANATICS,South Korea,167,45,Gwangju,F,
Chanty,Maria Chantal Videla,마리아 샹탈 비델라,샨티,12/15/2002,Lapillus,Philippines,170,0,Manila,F,
Shana,Nonaka Shana,노나카 샤나,샤나,3/13/2003,Lapillus,Japan,158,0,Kochi,F,
Yue,Nancy Yang,낸시 양,유에,7/3/2004,Lapillus,USA,163,48,,F,
Bessie,Kim Susanna,김수산나,베시,7/15/2004,Lapillus,South Korea,0,0,Changwon,F,
Seowon,Jang Seowon,장서원,서원,12/5/2006,Lapillus,South Korea,0,0,Gwangju,F,
Haeun,Lim Haeun,임하은,하은,11/2/2008,Lapillus,South Korea,0,0,,F,
Hwiseo,Jo Hwihyeon,조휘현,화서,7/31/2002,H1-KEY,South Korea,168,0,,F,
Kyungjun,Woo Kyungjun,우경준,경준,8/30/2002,TNX,South Korea,0,0,,M,
Taehun,Choi Taehun,최태훈,태훈,11/19/2002,TNX,South Korea,0,0,,M,
Hyunsoo,Jang Hyunsoo,장현수,현수,9/16/2003,TNX,South Korea,0,0,,M,
Junheok,Cheon Junheok,천준혁,준혁,9/20/2004,TNX,South Korea,0,0,Hwaseong,M,
Eun Hwi,Eun Hwi,은휘,은휘,11/11/2004,TNX,South Korea,178,0,,M,
Sungjun,Oh Sungjun,오성준,성준,8/30/2005,TNX,South Korea,0,0,Dalcheon,M,
Junseok,Oh Junseok,오준석,준석,3/3/2003,ATBO,South Korea,0,0,Jeju,M,
Junmin,Ryu Junmin,류준민,준민,4/5/2003,ATBO,South Korea,0,0,,M,
Hyunjun,Bae Hyunjun,배현준,현준,6/6/2003,ATBO,South Korea,0,0,Seoul,M,
Rakwon,Seok Rakwon,석락원,락원,11/14/2003,ATBO,South Korea,0,0,,M,
Seunghwan,Jeong Seunghwan,정승환,승환,1/27/2004,ATBO,South Korea,0,0,Busan,M,
Yeonkyu,Kim Yeonkyu,김연규,연규,5/3/2004,ATBO,South Korea,0,0,Seoul,M,
Won Bin,Won Bin,원빈,원빈,7/1/2004,ATBO,South Korea,0,0,Goyang,M,
